Sr_No,Date,Startup_Name,Industry_Vertical,SubVertical,City,Investors_Name,InvestmentnType,Amount_in_USD,Remarks
1484,2015-09-16,XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,450000.0,
1485,2015-09-17,UniLog,ECommerce Data Analytics Platform,,Bangalore,Kalaari Capital,Private Equity,,
1486,2015-09-17,Paintcollar,Designer Merchandize Marketplace,,Mumbai,Applyifi,Seed Funding,,Bridge Funding
1487,2015-09-17,YepMe,Private label Fashion eTailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000.0,Series D
1488,2015-09-17,Bueno,Online Food ordering & delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,600000.0,
1489,2015-09-18,Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000.0,
1490,2015-09-18,CureJoy,Online Health & Wellness platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000.0,Pre-Series A
1491,2015-09-18,Briston Technomach,Internet of Things platform,,New Delhi,Undisclosed,Seed Funding,150000.0,
1492,2015-09-18,LabStreet,Diagnostic Labs aggregator platform,,Gurgaon,Multiple investors,Seed Funding,150000.0,
1493,2015-09-19,DailyNinja,Hyperlocal Delivery Platform,,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,,
1494,2015-09-21,Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000.0,
1495,2015-09-21,Neotrade Analytics,Real-Time stock data platform,,Bangalore,Rainmatter,Seed Funding,235000.0,
1496,2015-09-21,DishCo,Food discovery & table booking app,,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,,
1497,2015-09-21,LafaLafa,coupons and cashback aggregator app,,Mumbai,500 Startups,Seed Funding,125000.0,thru Accelerator
1498,2015-09-21,ConnectAbank,Financial Products lead generation platform,,Mumbai,Prakhar Bumb,Seed Funding,,
1499,2015-09-22,VillFarm,Sustainable Agri-inputs Firm,,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,,
1500,2015-09-22,Bestdealfinance,Financial Services Portal,,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,3000000.0,Series A
1501,2015-09-22,GameXS.in,Pre-owned games Marketplace,,New Delhi,Lead Angels,Seed Funding,,
1502,2015-09-22,The Man Company,Content-based Subscription eCommerce platform,,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,,
1503,2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",,Bangalore,Swarnim Multiventures,Private Equity,800000.0,Pre-Series A
1504,2015-09-22,Furdo,Online Interior Designing platform,,Bangalore,Bhavdeep Reddy,Seed Funding,400000.0,
1505,2015-09-22,LogiNext,End-to-end Logistics platform,,Mumbai,Paytm,Private Equity,10000000.0,Series A
1506,2015-09-22,Korra,Private Label Apparel sales,,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000.0,
1507,2015-09-23,Credihealth,Healthcare Consulting platform,,Gurgaon,Rajat Malhotra,Seed Funding,,
1508,2015-09-23,Amigobulls,Stock Market Portal,,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,,
1509,2015-09-23,SilverPush,Cross-device retargeting platform,,Gurgaon / SFO,M&S Partners,Private Equity,1200000.0,Series A
1510,2015-09-23,Juggernaut,Digital & Physical Publishing platform,,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000.0,Series A
1511,2015-09-23,InnerChef,Food Delivery Platform,,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,1750000.0,pre-Series A
1512,2015-09-24,Quintype,Data Driven Publishing platform,,Bangalore,Raghav Bahl,Private Equity,3300000.0,
1513,2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000.0,
1514,2015-09-24,Fourth Partner Energy,Solar Power Solutions company,,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000.0,Series A
1515,2015-09-24,Licious,Online Meat Ordering platform,,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,1000000.0,
1516,2015-09-25,TravelKhana,online meal-booking platform for train travelers,,New Delhi,Astarc Ventures & Others,Seed Funding,,Pre-Series A
1517,2015-09-28,Quickli,hyperlocal delivery platform,,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,,
1518,2015-09-28,Ola Cabs,Cab Booking app platform,,Bangalore,Didi Kuaidi,Private Equity,30000000.0,late Stage (part of $500M funding rnd)
1519,2015-09-29,Paytm,E-Commerce & M-Commerce platform,,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000.0,Late Stage (Alibaba @ 40% equity)
1520,2015-09-29,Inmobi,Mobile Advertising platform,,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,100000000.0,Late Stage
1521,2015-09-29,Peppertap,Hyperlocal Grocery Delivery,,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,36000000.0,Series B
1522,2015-09-29,Hugefly,Ecommerce Product recommendation platform,,Pune,Mayank Singhal and others,Seed Funding,,
1523,2015-09-29,Brigge,Activity Based Social Network,,Chennai,The Chennai Angels,Seed Funding,,
1524,2015-09-29,Zakoopi,Fashion Discovery platform,,New Delhi,Uniqorn Ventures,Seed Funding,350000.0,
1525,2015-09-29,LoanCircle,Consumer lending marketplace,,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,,
1526,2015-09-30,Infoworks,Big Data Management Platform,,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,5000000.0,
1527,2015-09-30,RedDoorz,Budget Accommodation Platform,,Noida,Jungle Ventures,Seed Funding,1000000.0,
1528,2015-09-30,FirstTouch,Local Mobile OS,,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,,Super angel round
1529,2015-09-30,Eywa Media,Digital Signal processing platform,,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,1000000.0,
1530,2015-08-01,Snapdeal,Ecommerce Marketplace,,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000.0,Late Stage Round 7th (More details)
1531,2015-08-01,Ressy,Restaurant Discount app,,Pune,Mohandas Pai & others,Seed Funding,400000.0,
1532,2015-08-03,Cuelearn,Tech-enabled learning,,New Delhi,Alok Mittal,Seed Funding,,
1533,2015-08-03,Connect India,ECommerce Logistics provider,,New Delhi,Aavishkaar,Private Equity,5000000.0,Series A
1534,2015-08-03,The Home Salon,on-demand home beauty and wellness portal,,Mumbai,VentureNursery,Seed Funding,,
1535,2015-08-03,Jusride,Self Driven Car rental,,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,
1536,2015-08-03,Oyorooms,Budget Hotel accommodation brand,,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000.0,Series B
1537,2015-08-03,Glowship,Energy & Environment Online Marketplace,,Bangalore,Infuse Ventures,Seed Funding,,
1538,2015-08-03,Wizrocket,User Engagment & Analytics platform,,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000.0,Series B
1539,2015-08-04,Pickingo,On-Demand Delivery Logistics,,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000.0,Series A
1540,2015-08-05,Grex,fund raising platform for startups,,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000.0,
1541,2015-08-05,LetsTransport,Logistics Tech Platform,,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000.0,
1542,2015-08-05,Zo Rooms,Online budget hotel chain,,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000.0,Series A
1543,2015-08-05,Doormint,Hyperlocal Handyman services,,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000.0,Series A
1544,2015-08-05,NightStay,hotel booking app,,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.0,
1545,2015-08-05,Zocalo,Rental Accomodation finder,,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,,
1546,2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.0,
1547,2015-08-06,Klozee,Luxury Apparel rental,,Bangalore,Tracxn Labs,Seed Funding,,
1548,2015-08-06,Appvigil,App security\\xc2\\xa0 testing platform,,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000.0,pre Series-A
1549,2015-08-06,practo,Doctor Appointment booking app,,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.0,Series C
1550,2015-08-06,LoudShout,anonymous bulletin board app,,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,,
1551,2015-08-06,Wetravelsolo,Travel community platform,,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,,
1552,2015-08-06,Ketto,Crowd funding platform,,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000.0,
1553,2015-08-06,Ezetap,Mobile based PoS solution,,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0,Series C
1554,2015-08-06,NDTV ecommerce venture,Car & Bike ecommerce platform,,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,Series A
1555,2015-08-07,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,,Gurgaon,YouWeCan Ventures,Seed Funding,630000.0,
1556,2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0,Pre-Series A
1557,2015-08-07,GIBSS,Energy saving solutions provider,,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,Series A
1558,2015-08-07,StoreMore.in,Self-Storage Spaces,,Noida,Bedrock Ventures,Seed Funding,,
1559,2015-08-07,iOrderFresh,Grocery retail Mobile app,,New Delhi,Best Foodworks,Seed Funding,,
1560,2015-08-10,MyTaxiIndia,Taxi Rental platform,,Gurgaon,"Nihon Kotsu,",Private Equity,500000.0,Pre Series-A
1561,2015-08-10,eSadar,ecommerce,,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.0,
1562,2015-08-10,Actionable Analytics,Machine Learning Platform,,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,,
1563,2015-08-10,MyPoolin,mobile social network,,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000.0,QPrize Contest Winners
1564,2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,,New Delhi,Sequoia Capital,Private Equity,16000000.0,Series A
1565,2015-08-10,Inkmonk,Online printing marketplace,,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000.0,
1566,2015-08-10,ToneTag,mobile payment software platform,,Bangalore,Reliance Capital Venture,Private Equity,1000000.0,Series A
1567,2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,,Gurgaon,Tiger Global Management,Private Equity,30000000.0,Series B
1568,2015-08-11,Livspace,Home Design & D\\xc3\\xa9cor solutions,,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.0,Series A
1569,2015-08-11,WOW! MOMO,Quick Service Restaurant Chain,,Kolkata,Indian Angel Network,Seed Funding,1600000.0,
1570,2015-08-11,RainCan,Subscription based Online Grocery platform,,Pune,Ajeet Khurana & Others,Seed Funding,100000.0,
1571,2015-08-11,Allygrow Technologies,engineering services company,,Mumbai,Zodius Technology Fund,Private Equity,20000000.0,Series A
1572,2015-08-11,Infogain,Business and IT consulting,,New Delhi / US,ChrysCapital,Private Equity,63000000.0,
1573,2015-08-12,OneAssist,Credit Card Fraud protection solutions,,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.0,Series B
1574,2015-08-12,BigBasket,Online & mobile Grocery store,,Bangalore,Bessemer Venture Partners,Private Equity,50000000.0,Series C
1575,2015-08-12,Sheroes,Career Community for Women,,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.0,
1576,2015-08-12,Scripbox,Mutual Fund Investing platform,,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.0,Series A
1577,2015-08-13,etaout,Ecommerce Marketing Software Platform,,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,500000.0,
1578,2015-08-13,IFMR Holdings,Financial Inclusion platform,,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000.0,Series B
1579,2015-08-13,Massblurb,Digital Marketing automation solution,,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,,
1580,2015-08-13,Agrostar,Mobile Commerce for Farmers,,Pune,IDG Ventures,Private Equity,4000000.0,Series A
1581,2015-08-14,VoxWeb,Picture based Social App,,Mumbai,Jitendra Gupta & others,Seed Funding,100000.0,
1582,2015-08-14,Trukky,Logistics service platform,,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000.0,
1583,2015-08-14,VanityCube,On-Demand Beauty Services,,New Delhi,Group of angel investors,Seed Funding,,
1584,2015-08-17,Edu4Share,Exam Preparation Platform,,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000.0,
1585,2015-08-17,YourStory,Startup Focused Online Publisher,,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,,
1586,2015-08-17,Sampurnearth,Waste Management Solutions,,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000.0,
1587,2015-08-17,Orobind,App based Fitness coaching,,Bangalore,Existing & New Investors,Private Equity,,pre series A
1588,2015-08-17,Fixy,On demand cleaning & fixing services,,Mumbai,VentureNursery,Seed Funding,,
1589,2015-08-17,MSM Box,Beauty & Lifestyle platform,,New Delhi,Rohit Goel,Seed Funding,,
1590,2015-08-17,ShadowFax,on-demand delivery service,,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000.0,
1591,2015-08-17,Gadgets 360,Car & Bike ecommerce platform,,New Delhi,One97 Communications,Private Equity,,Strategic Investment
1592,2015-08-18,Roposo,Fashion Discovery platform,,Gurgaon,Tiger Global,Private Equity,15000000.0,Series B
1593,2015-08-18,IntelligenceNODE,Data Analytics Platform,,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000.0,Series A
1594,2015-08-18,HyperVerge,Deep Learning Cloud Algorithms,,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000.0,
1595,2015-08-18,Twyst,Location based engagement & rewards platform,,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,,
1596,2015-08-18,IDfy,Online Identity Verification Services platform,,Mumbai,"NEA, Blume Ventures & others",Private Equity,,Series A
1597,2015-08-18,Zoojoo.be,Corporate Wellness App,,Bangalore,RoundGlass Partners,Private Equity,1000000.0,Series A
1598,2015-08-19,Fashionove,Fashion Search & Review Platform,,Kolkata,Umesh Yadav,Seed Funding,,
1599,2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",,Mumbai,Unilazer Ventures,Private Equity,2400000.0,
1600,2015-08-19,Envoged,pre-owned Luxury online apparel seller,,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,,
1601,2015-08-19,MebelKart,Online Furniture Marketplace,,Bangalore,AskMe,Private Equity,20000000.0,
1602,2015-08-20,LabsAdvisor,Online Diagnostic Tests Marketplace,,New Delhi,Group of Angel Investors,Seed Funding,156000.0,
1603,2015-08-20,Flatpebble,Online marketplace for Photographers,,Hyderabad,Indian Angel Network,Seed Funding,600000.0,
1604,2015-08-20,Bluegape.com,Visual Blogging platform,,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000.0,
1605,2015-08-21,ePoise,Job Search Platform,,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000.0,
1606,2015-08-24,Jolly Food Fellow,Food Customer analytics platform,,Ahmedabad,The 1947,Seed Funding,300000.0,
1607,2015-08-24,BookMeIn,Professional Service Appointment booking service,,Mumbai,Ajmera Group of Companies,Seed Funding,400000.0,
1608,2015-08-24,iZofy,Scientific Horoscope Online Assistance platform,,Kolkata,Prime Capital Markets Ltd,Seed Funding,,
1609,2015-08-24,rBus,Tech enabled AC bus service,,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,
1610,2015-08-25,Qyk App,On-Demand App based Professional service provider,,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000.0,pre-series A
1611,2015-08-25,EazyDiner,Restaurant Reservation Platform,,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000.0,Series A
1612,2015-08-25,RevX,Cross-channel CRM platform,,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000.0,Series A
1613,2015-08-25,ICustomMadeIt,Professional Custom creators Marketplace,,Pune,Group of Angel Investors,Seed Funding,250000.0,
1614,2015-08-26,PickMyLaundry,on-Demand Washing & Dry-Cleaning,,New Delhi,GHV Accelerator,Seed Funding,100000.0,
1615,2015-08-26,Belita,On-Demand Beauty Service,,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000.0,
1616,2015-08-26,EzySolare,solar products and services marketplace,,Ahmedabad,Infuse Ventures,Seed Funding,,
1617,2015-08-26,FoodTalkIndia,Online Food Community Platform,,Gurgaon,Undisclosed Investor,Seed Funding,500000.0,
1618,2015-08-27,InstaSafe,Private Cloud Networks SAAS platform,,Bangalore,Group of Investors,Seed Funding,,
1619,2015-08-27,Eazy Coach,Education Marketplace,,Kolkata,Ravi Agarwal,Seed Funding,,
1620,2015-08-27,Djubo.com,Cloud Based Hotel Sales Platform,,New Delhi,Ibibo Group,Private Equity,,Strategic Investment
1621,2015-08-28,BetterButter.in,online recipe sharing platform,,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,
1622,2015-08-28,Vyomo,Beauty & Lifestyle Mobile Marketplace,,Bangalore,Rocket Internet,Private Equity,2000000.0,Pre-Series A
1623,2015-08-28,RollMafia,QSR Restaurant Chain,,Pune,Equentia Natural Resources,Seed Funding,160000.0,
1624,2015-08-29,iamwire,Digital Media publishing platform,,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,
1625,2015-08-31,DropKaffe,Online Coffee Delivery platform,,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000.0,
1626,2015-08-31,Reverie,Language Localization Cloud platform,,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000.0,Series A
1627,2015-08-31,Infinite Analytics,Big Data & predictive Analysis Platform,,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,Bridge Round
1628,2015-07-01,Parcelled,Online Logistics Platform,,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,,
1629,2015-07-01,Retigence Technologies,Business IT Intelligence Services,,Mumbai,Omnivore Partners,Private Equity,,Series A
1630,2015-07-01,Cloudcherry Analytics,CRM / Analytics platform,,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000.0,
1631,,HandyHome,Hyperlocal Electronics repair Service,,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,630000.0,
1632,2015-07-01,iDreamCareer,Ed-Tech Platform,,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,,
1633,2015-07-01,Ola Cabs,Cab rental Mobile app,,Bangalore,Ratan Tata,Private Equity,,Personal Investment
1634,2015-07-01,NxtGen,IT infrastructure & Data Center services,,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000.0,Series A
1635,2015-07-02,BankBazaar,Online Financial Services,,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.0,Series C\\n(More here)
1636,2015-07-02,Gozoomo,Used Car Marketplace,,Bangalore,SAIF Partners,Private Equity,5000000.0,Series A
1637,2015-07-02,Zenatix,Internet of Things platform,,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000.0,
1638,2015-07-03,CultureAlley,Language Learning App,,Jaipur,Tiger Global,Private Equity,6500000.0,Series A
1639,2015-07-03,Goqii,Mobile Fitness Marketplace,,Mumbai,Vijay Shekhar Sharma,Private Equity,,Pre-Series A
1640,2015-07-03,Gingercrush,Custom Merchandize platform,,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000.0,
1641,2015-07-04,Elanic,P2P Pre-owned goods marketplace,,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,,
1642,2015-07-04,Stitchwood,Custom Furniture Marketplace,,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000.0,
1643,2015-07-05,Urban Tailor,Online Tailoring Services,,Bangalore,Group of angel investors,Seed Funding,,
1644,2015-07-06,ConfirmtTkt,Rail Ticket Confirmation predictor,,Bangalore,Pravin Agarwala & others,Seed Funding,,
1645,2015-07-06,Paper Boat,Ethnic Beverages manufacturer,,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000.0,Series B
1646,2015-07-06,getNow,Hyperlocal Goods marketplace,,Nagpur,Atulya Mittal,Seed Funding,,
1647,2015-07-07,Wudstay,Budget Accommodation aggregator,,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.0,Series A
1648,2015-07-07,Liases Foras,Real Estate Rating & Analysis,,New Delhi,DMG information Asia Pacific,Private Equity,5000000.0,Series A
1649,2015-07-07,Eatlo,Food Delivery platform,,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,,
1650,2015-07-07,IndiaLends,Financial Tech,,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,,Pre-Series A
1651,2015-07-08,Quinto,Food Discovery App,,Pune,Jaydeep Barman,Seed Funding,,
1652,2015-07-08,Saavn,Music Streaming App,,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,Series C
1653,2015-07-08,Flytxt,Big Data & Analytics platform,,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.0,Series A
1654,2015-07-08,Axtria,Big Data & Analytics platform,,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,Series C
1655,2015-07-08,33Coupons,Coupon Aggregator Platform,,Kanpur,Not Disclosed,Seed Funding,20000.0,
1656,2015-07-08,Ampere,Electric Scooter manufacturer,,Coimbatore,Ratan Tata,Seed Funding,,
1657,2015-07-08,Hopping Chef,Online Food-Tech Platform,,Mumbai,Mirah Hospitality,Seed Funding,470000.0,Strategic Investment
1658,2015-07-08,Collectabillia,Celebrity Fashion Brand,,Bangalore,Accel Partners,Private Equity,7500000.0,Series B
1659,2015-07-08,Lendingkart,Online Finance lending platform,,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,Series A
1660,2015-07-08,Lybrate,Healthcare Mobile App,,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.0,Series A
1661,2015-07-08,Zoomcar,Self-driven vehicle rental,,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.0,Series B
1662,2015-07-09,\\xc2\\xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,,\\xc2\\xa0Noida,\\xc2\\xa0Tiger Global,Private Equity,,\\xc2\\xa0Series B
1663,2015-07-09,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,,\\xc2\\xa0Bangalore,"\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,,
1664,2015-07-09,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,,\\xc2\\xa0Gurgaon,"\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato",Seed Funding,,
1665,2015-07-09,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,,\\xc2\\xa0New Delhi,"\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,,
1666,,\\xc2\\xa0Infinity Assurance,\\xc2\\xa0Warranty Programs Service Administration,,\\xc2\\xa0New Delhi,\\xc2\\xa0Indian Angel Network,Seed Funding,,
1667,2015-07-10,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,,\\xc2\\xa0Gurgaon,"\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,,
1668,2015-07-10,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,,\\xc2\\xa0Mumbai,\\xc2\\xa0IndianIdeas.com,Private Equity,,\\xc2\\xa0Late Stage
1669,2015-07-13,\\xc2\\xa0Ameyo,\\xc2\\xa0Contact Center Software Platform,,\\xc2\\xa0Gurgaon,\\xc2\\xa0Forum Synergies PE Fund,Private Equity,,\\xc2\\xa0Series A
1670,2015-07-13,\\xc2\\xa0Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,,\\xc2\\xa0New Delhi,\\xc2\\xa0Goldman Sachs,Private Equity,,\\xc2\\xa0Series A
1671,2015-07-13,\\xc2\\xa0Satvacart,\\xc2\\xa0Online Grocery Delivery,,\\xc2\\xa0Gurgaon,\\xc2\\xa0Palaash Ventures,Seed Funding,,
1672,2015-07-14,MySmartPrice,Online comparison engine,,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000.0,Series B
1673,2015-07-14,Zenify,Residential Rental management platform,,Bangalore,Atul Jalan,Seed Funding,,
1674,2015-07-14,Boxmyspace,Physical Storage warehouses,,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000.0,
1675,2015-07-14,HackerRank,Tech Recruitment platform,,Bangalore,HR Technology fund,Private Equity,7500000.0,Series C
1676,2015-07-14,WickedRide,Bike Rental Platform,,Bangalore,Undisclosed,Seed Funding,790000.0,
1677,2015-07-14,WoWexpress,Tech enabled logistics platform,,Mumbai,Tamarind Family Private Trust,Seed Funding,500000.0,
1678,2015-07-15,Oyo Rooms,Budget Hotel Accommodation,,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000.0,Series B
